participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_responseId,parameters_instruction,parameters_imgSrcs,parameters_imgLabels,parameters_options,parameters_questionType,parameters_rankPrompts,parameters_pickQuestion,parameters_pickOptions,parameters_title,parameters_intro,parameters_sections,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc
"6985cae61f4f48abdf956530","assessment intro","31","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":118,""keydown"":137,""keyup"":117,""mousemove"":16,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","assessment questions part one","32","q-motivation","DEFAULT","completed","","","","100.00","","You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?","Yes","","73198","73198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","assessment questions part one","32","q-slope","DEFAULT","completed","","","","100.00","","In your own words, please describe what a slope is:","The change in rise from one data point to another.","","73198","73198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","assessment questions part one","32","q-correlation","DEFAULT","completed","","","","100.00","","In your own words, please describe what a correlation is:","The extent to which two data points influence each other.","","73198","73198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","assessment questions part one","32","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":74,""keydown"":82,""keyup"":71,""mousemove"":38,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","assessment-guess-slope","33","break","DEFAULT","completed","","","","100.00","","","[]","","6593","6593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","assessment-guess-slope","33","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-6","34","stat_guess","DEFAULT","completed","","","","100.00","","",".33","","22807","22807","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-6","34","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".3","","22807","22807","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-6","34","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","22807","22807","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-6","34","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":28,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":6,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-1","35","stat_guess","DEFAULT","completed","","","","100.00","","",".4","","16834","16834","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-1","35","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".4","","16834","16834","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-1","35","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","16834","16834","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-1","35","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":23,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":3,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-5","36","stat_guess","DEFAULT","completed","","","","100.00","","","-0.6","","20142","20142","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-5","36","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".6","","20142","20142","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-5","36","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","20142","20142","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-5","36","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":27,""mousedown"":7,""mouseup"":6,""resize"":0,""scroll"":10,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-4","37","stat_guess","DEFAULT","completed","","","","100.00","","","-0.9","","13354","13354","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-4","37","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".9","","13354","13354","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-4","37","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","13354","13354","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-4","37","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":20,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":3,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-3","38","stat_guess","DEFAULT","completed","","","","100.00","","","-0.75","","13103","13103","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-3","38","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".7","","13103","13103","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-3","38","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","13103","13103","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-3","38","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":17,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-2","39","stat_guess","DEFAULT","completed","","","","100.00","","","0","","15271","15271","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-2","39","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","15271","15271","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-2","39","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","15271","15271","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-2","39","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":3,""mouseup"":4,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-7","40","stat_guess","DEFAULT","completed","","","","100.00","","",".8","","11363","11363","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-7","40","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".8","","11363","11363","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-7","40","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","11363","11363","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-slope-7","40","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","assessment-guess-correlation","41","break","DEFAULT","completed","","","","100.00","","","[]","","12562","12562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","assessment-guess-correlation","41","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-3","42","stat_guess","DEFAULT","completed","","","","100.00","","","-0.4","","32094","32094","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-3","42","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".4","","32094","32094","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-3","42","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","32094","32094","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-3","42","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":23,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":7,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-8","43","stat_guess","DEFAULT","completed","","","","100.00","","","-0.3","","14495","14495","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-8","43","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".3","","14495","14495","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-8","43","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","14495","14495","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-8","43","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":19,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-11","44","stat_guess","DEFAULT","completed","","","","100.00","","","-0.8","","41128","41128","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-11","44","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".8","","41128","41128","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-11","44","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","41128","41128","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-11","44","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":24,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":3,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-2","45","stat_guess","DEFAULT","completed","","","","100.00","","",".5","","18411","18411","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-2","45","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".5","","18411","18411","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-2","45","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","18411","18411","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-2","45","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":20,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":3,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-9","46","stat_guess","DEFAULT","completed","","","","100.00","","",".75","","23743","23743","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-9","46","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".7","","23743","23743","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-9","46","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","23743","23743","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-9","46","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":16,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-7","47","stat_guess","DEFAULT","completed","","","","100.00","","","-0.3","","13247","13247","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-7","47","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".3","","13247","13247","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-7","47","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","13247","13247","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-7","47","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":20,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-5","48","stat_guess","DEFAULT","completed","","","","100.00","","",".25","","22103","22103","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-5","48","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".2","","22103","22103","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-5","48","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","22103","22103","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-5","48","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":20,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":8,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-4","49","stat_guess","DEFAULT","completed","","","","100.00","","",".8","","18755","18755","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-4","49","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".8","","18755","18755","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-4","49","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","18755","18755","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-4","49","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-6","50","stat_guess","DEFAULT","completed","","","","100.00","","","-0.4","","32254","32254","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-6.png","slope = -0.69, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-6","50","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".4","","32254","32254","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-6.png","slope = -0.69, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-6","50","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","32254","32254","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-6.png","slope = -0.69, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-6","50","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":23,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":9,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-1","51","stat_guess","DEFAULT","completed","","","","100.00","","",".6","","13204","13204","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-1","51","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".6","","13204","13204","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-1","51","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","13204","13204","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-1","51","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":21,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-10","52","stat_guess","DEFAULT","completed","","","","100.00","","",".6","","11523","11523","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-10","52","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".6","","11523","11523","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-10","52","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","11523","11523","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","guess-correlation-10","52","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":15,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","compare-r","53","break","DEFAULT","completed","","","","100.00","","","[]","","14013","14013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","compare-r","53","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":3,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","choose-strongest-r-1","54","graph_choice","DEFAULT","completed","","","","100.00","","","left","","35818","35818","","","","","","","","","Which graph shows the strongest correlation?","","","","graph_choice","","","","","","","","","","","","assets/imgs/strongest-1-A.png","assets/imgs/strongest-1-B.png","Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34","","",""
"6985cae61f4f48abdf956530","choose-strongest-r-1","54","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":24,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":17,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","choose-strongest-r-2","55","graph_choice","DEFAULT","completed","","","","100.00","","","left","","12701","12701","","","","","","","","","Which graph shows the strongest correlation?","","","","graph_choice","","","","","","","","","","","","assets/imgs/strongest-2-A.png","assets/imgs/strongest-2-B.png","Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31","","",""
"6985cae61f4f48abdf956530","choose-strongest-r-2","55","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":7,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","add-points","56","break","DEFAULT","completed","","","","100.00","","","[]","","21587","21587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6985cae61f4f48abdf956530","add-points","56","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
